id_EXIST,lang,tweet,label,label_id
201854,en,"@ExogenesisHH The nurse from Slovenia, 1,2,3, on your vaks card means what you had. What does 4 mean? My friends starts with 4,and second with pv.",-,0
201855,en,My patient I had the past couple nights cried when I said I wouldn’t be back tonight. He told me no one cares as much as I do. That he loved me. I will always be THAT NURSE for my patients.,-,0
201856,en,Brought to you coutesy of #AntiVaxxers #AntiMaskers#NoBedsMeanNoBedsNoRoom for those with HeartAttacksYourSickChildYourFailingKidneysCarCrashVictimsand on &amp; on!Because all beds are taken up by #AntiVaxxersPlease hear this Nurse &amp; share https://t.co/4vbD20SV1q,-,0
201857,en,@gooner62 @SwaledaleMutton @EssexPR And I'll take a masters in trop medicine and a rank of advanced nurse practitioner to understand the practicalities of vaccination programs and passports over an immunologist. And both over the opinion of someone with neither.,-,0
201858,en,"@The_short_nurse Haha thanks! And honestly, no. We get someone using it every so often. I think you could probably adjust the cost based on the size of the channel. If somebody were to abuse it I'd probably just adjust cost and/or put a disclaimer in the chat saying no back to back uses. 👍",-,0
201859,en,"@widows_son75 @MGV95692598 @JuliusUkanis @dalancro @Rich_golffit @LozzaFox If a nurse refuses a treatment designed to protect and preserve life, I'm not sure they should be a nurse anyway.Sorry, but this hysteria over a series of vaccines designed by some of the world's most dedicated scientists is both irrational and dangerous.",-,0
201860,en,So our hospitals are overwhelmed but you are going to fire healthcare workers that don't comply with a gene therapy injection?  These same people who have been working through out this plandemic? @JoeBiden #COVID19 #DoNotComply #FauciLied #HoldTheLine #ImpeachBiden #Resist #nurse,-,0
201861,en,@thor_benson I have three that won’t let me pet them after 3 years of feeding. Inclusive of nursing them all back to health from near death pneumonia!,-,0
201862,en,"Sooo Ngl my fav part of giving head, is just nursing the guys dick till its soft.....Then sucking on it till its hard again 😈🤤😁",-,0
201863,en,"@PCNP_News @pppforpatients How does expanding scope of practice, allowing unsupervised nurse practitioners to practice medicine without real doctors  help ease a nursing shortage? #careforpa with medical doctors. #wechoosenps supervised. https://t.co/V389opdnAC",-,0
201864,en,@YardleyShooting my mother didn’t eat in her nursing home for 48 hours so they ordered end of life drugs. We went in every day fed what she would have and threw the rest down the loo. She recovered,-,0
201865,en,@rybrz Only thing I can possibly think of is that some team has interest and wants to see him play.  If not then Greene is sick or nursing an injury,-,0
201866,en,I know of a fun and easy way to get access to weekly covid tests! Come volunteer at the nursing home I work at!,-,0
201867,en,100% of my work colleagues are vaccinated100% of my 12+ family are vaccinated100% of my friends are vaccinatedOur mission needs to be somehow reaching outside the med/nursing/science SMTreading gently. There is real fear. Let the proven safety &amp; efficacy give them strength. https://t.co/fnb4EEIt1F,-,0
201868,en,the nurses at my grandmothers nursing home aren’t allowed to drink red bull while they’re there so my grandmother lets them hide the cans in her drawers hahaha also she always asks me to make them cupcakes &amp; gets the donuts,-,0
201869,en,and let’s not forget the nursing home deaths under his watch… https://t.co/ocI7RCiVAq,-,0
201870,en,Amazing. Great data reporting. Not-great underlying clinical practice. To say the least. https://t.co/NeV9kBOQKA,-,0
201871,en,@NHDems @AP 23 citizens have just died and why wouldn't employees of nursing homes or jails require vaccines? He should be held for 2nd-degree murder.,-,0
201872,en,@WendyNorthey @Matilde54 I had suggested to his brothers that he not go into nursing home if it comes to that unfortunately they are elderly as well and they were unable to accommodate themselves and at the time SA was nearly covid free,-,0
201873,en,"Visiting my white family member in a nursing home &amp;… god I pray for everyone who works with these folks. Ain’t no way, bro",-,0
201874,en,@huenidoll Best results guaranteed;Pay someone to write your;AssignmentsOnline classMathChemistryNursingGeographyPsychologySociologyResearch paperPsychology#ChemistryHomeworkEssays dueAlgebraEnglish Case studyCalculusDm us now.Email us at paperswritingpro@gmail.com,-,0
201875,en,Ohio spent $56k and counting to keep COVID deaths in nursing homes hidden from public  https://t.co/ogCcz1REzo,-,0
201876,en,"@ValArkooshPA You pretend to be on the side of workers. I missed the story where u stood up for the workers being fired for not getting the vax. Oh, I see, your left wing radical boss Tom Wolf wouldnt approve of u speaking up. Just like you didn't when covid patients were put in nursing homes.",-,0
201877,en,"Chinese Speaking Nursing Assistant - Liverpool | Greater Western Sydney, Nsw - Qualified Carers Services Pty Ltd - Liverpoolhttps://t.co/xO4y47uL0H#wollondillymacarthurjobsboard #jobsboard #employment #career #jobs #macarthur #wollondilly#nsw #macarthurjobs #wollondi...",-,0
201878,en,@Mr_Cano3x Yes and I had a pic of us🥺she was my fave!!! I used to go visit her with my mom at the nursing home.,-,0
201879,en,@pulte thank you for all you do. I am hoping to get notified. I am in need of scrubs and nursing shoes for work. I am a state tested nursing assistant in Ohio. My notifications are on. Anything helps. $TJS0902 https://t.co/QMGhhLJ67V,-,0
201881,en,"@ColumboAhmed @IshmailSaboor @iaahmed123 😂😂😂 I salute you sir. Cause see, the way my body is set up now it would be like, you may want to pivot and drive but we object. https://t.co/erjDEWRUGu",-,0
201882,en,@screamingmd The secret? The sauce.  Any time said object can be dipped it automatically becomes acceptable to eat 10x of said object.  It’s basically a law.,-,0
201883,en,@Sen_JoeManchin You are a joke - you did not object when the GOP gave billions away to the wealthy. You did not object when trump &amp; his admin went spending crazy. But anything that will benefit the poor &amp; middle class - the majority of Americans - You won't do! You're too scared of the rich!!!,-,0
201884,en,@old_sound An object oriented theory of everything but using only the English language🧍🏻‍♂️,-,0
201885,en,"@Ellars It's stupid Russian Federation army force, they're thinking that Chernobyl is still for us a strategic object)))",-,0
201886,en,@KenPaxtonTX Typical Republican…refuses to actually answer the question from Chris Wallace about Gov Abbott not letting businesses issue mandates for their own employees. This party has no policies other than to object to democrats and anything that involves common sense.,-,0
201887,en,Dang bot team mates of mine getting me killed with a cursed object which they have no clue about.. LUL neither did I so I died and they took off running 😆.. I just managed to hit my Scarface soundboard right in time.Don't ever expect a serious ghost hunt with me #Phasmophobia https://t.co/L4OmoJaMQN,-,0
201888,en,"@4ever_days My 1st name is John but I go by my middle, Michael (Mike).Most forms on the internet ask for 1st name &amp; I frequently fill in ""J. Michael."" Some forms object but don't allow for what I go by.  Tough!",-,0
201889,en,"@ShukriWrights I believe most had no problem with peaceful protests and marches .  Rioting &amp; looting that occurred was what a majority of people disagreed with. Are their idiots who did object to the peaceful marches ... I'm sure, but those were not majority",-,0
201890,en,"@MTG_Arena collectible. Its all internet based, no tangible object. Nothing I can pass down to my children. Its just Data, worthless if the world goes to shit, or some incredible technology proves you to be fools. Lower prices, stay in line with how buying in bulk (economics works) and",-,0
201891,en,"@Perrin8181 @RyanGrambling It appeared that you weren't sure what angular size is. It is the apparent size of an object on the ""canvas"" around you. It's not limited to objects in the sky, though. Professionally it's measured with a theodolite, but a telescope works well enough as an approximation.",-,0
201892,en,Boy in Luv. What a boy wants. Girl as object.Boy With Luv. What a boy/man has to give/share. Tell me about your day. https://t.co/J5wpjQdvD1,DIRECT,1
201893,en,Tonight's horror double-feature:LOVERS LANE (1999)LOVE OBJECT (2003) https://t.co/DTyknpKy3h,-,0
201894,en,"@nealejones Sir, I object to you using the term leadership &amp; JuCo in this context.  Unless stating it as an oxymoron. :)",-,0
201895,en,Umm sir. Those are object not people…. https://t.co/AC33pBQxPD,-,0
201896,en,"@conterammundi @_flyers77 No doubt. Multiple sensors is better.It wouldn't matter in cases like the Tic Tac, where different pieces of evidence are being conflated into one.FLIR1 is not the same object as Fravor/Dietrich's visual, but both are used as evidence.",-,0
201897,en,A US nuclear submarine collides with an object in the Indo-PacificA US nuclear submarine collides with an object in the Indo-Pacific https://t.co/1p2gX8XlkH,-,0
201898,en,"@kandelnirmal @Bhismak1962 @akhileshU @himabista many people doesnot know that from aerial view, it is mandala . chaitya being main central object and surrounding is mandala shape which is created in 3Dimension",-,0
201899,en,@LionInWinter44 @Rene4D45 Don't you just feel so violated when you are attacked by an inanimate object?,DIRECT,1
201900,en,Characters seen on the rendelshem object.Bottom one is a circle-triangle showing up again. https://t.co/gjmWi56v8q,-,0
201901,en,"Starting with the practicalities of BDSM before moving into more conceptual understandings of BDSM relationships. Touching on aftercare, catharsis, racial objectification, life coaching, abuse, power, and the capitalisation of BDSM, join us for this fascinating conversation!",-,0
201902,en,"Ngl I feel like a blow up doll sometimes because of how men treat me. 😐 Zero respect, total objectification and bad vibes. I'm over it!!!",REPORTED,3
201903,en,its the misogynistic bs that pisses me off the most what is banter to men is genuine objectification of women &amp; the amount of times ive encountered that &amp; have been a victim is just. hooooly fuck,JUDGEMENTAL,2
201904,en,@ShashiTharoor @supriya_sule @preneet_kaur @ThamizhachiTh @mimichakraborty @nusratchirps @JothimaniMP Objectification of women,REPORTED,3
201905,en,"I simply would like to complete my tasks in public without someone having an opinion, projection or sexual objectification of me.",-,0
201906,en,@PulseNigeria247 Nice Music but his lyrics need more important topics! He should stop the excess objectification of women in his lyrics especially since he’s 17 ? and it’s just weird to listen to. He should branch out and write more songs with better lyrics that are actually words and not mumbles,REPORTED,3
201907,en,PUBLIC RELEASECommission for Gojiro7Story - https://t.co/fC5iIBhHI5All Characters Are 18+#SFW #OC #TF #Latex #Objectification #Flattening https://t.co/uQ2lbhGs7A,-,0
201908,en,Are you in love with the image of your successful self or yourself as you truly are? is the question in this @Atlantic article titled “Profession is Not a Personality.” #careers #positivepsychology https://t.co/8CpClZlw0E,-,0
201909,en,College is forcing us to choose between studies and the hijab”.Refusing to let girls go to school in their hijabs is horrifying. Objectification of women persists — for wearing less or more. Indian leaders must stop the marginalisation of Muslim women #HijabisOurRight https://t.co/8uLqd9mlUv,REPORTED,3
201910,en,i feel so powerful when i sing misogynistic songs esp when its abt objectification of women bc it's like reclaiming the slur theyre using against us 😌😌,DIRECT,1
201911,en,"""This objectification of a human being, like she is a product awaiting its launch date, is only possible when there is great disparity between the spouses in terms of age, wealth, and power."" @tazeen nails it. https://t.co/GrQDTESerg",-,0
201912,en,Objectification of the Plot https://t.co/qaXcDlK5v7 via @YouTube,-,0
201913,en,@Sadagascarr @shania996 @GabTheGem Maybe your energy should be focused on the men ordering bottle service. And then bar/club that promotes it. Leave this woman alone for trying to survive in a system solely focused on her objectification.,-,0
201914,en,@messy_chessy_ @brexit_jean @PhilsPOV @piersmorgan @emrata Working in an industry that literally generates profit from objectification and then becoming a millionaire and complaining about the objectification is having your cake and eating it,-,0
201915,en,"Transphobes appropriating feminism should know enough about feminism to correct this guy but they don’t, so they ignore tweets containing this level of sexism/objectification. https://t.co/9rmhbjCoRS",JUDGEMENTAL,2
201916,en,@StephanieKusie @erinotoole Let's just say posing for a pic with female model # 912 is NOT a good look for a political leader who has trouble convincing women he cares about them. But maybe I'm wrong. Maybe @CPC_HQ Conservative Party voters like this kind of objectification of women...,JUDGEMENTAL,2
201918,en,"WTF! For a magazine calling itself In Touch, they certainly are out of it! Somebody missed the memo that publicly objectifying women is SO 20th century. #20thcenturyfucks  #halsey #objectification #intouch #outoftouch https://t.co/jxq8EEaQNK",REPORTED,3
201919,en,The Avengers? You know the story.Outriders? Mid Destiny copy.Final Fantasy is the only decent franchise but again the writing is very cringe. You are all talking all day about women objectification in games but never bring any FF game in the discussion.,-,0
201920,en,"And if you're so worried about sex work propagating the objectification of women and commodifying women, are you so sure that's inherently the case with creator owned, creator controlled porn? /17",JUDGEMENTAL,2
201921,en,"being called out on hypocrisy isn’t oppression, you blithering moron and y’all need to stop treating it as such https://t.co/imAbFR4eBn",-,0
201922,en,@Neoavatara @shad39 American Royalty (Ruling Class) vs CommonersThe oppressors vs the oppressedsuch as was done in England and France's historyThe only difference is Now half of the oppressed don't recognize it and are asking for more oppression.,-,0
201923,en,It’s pathetic when fellow Nigerians in America feed off the “black oppression” narrative for sympathy points when Nigerians are one of America’s most successful demographics. 61% have masters degrees and the median household income is 65k a year. Blackness is fake class is real,-,0
201924,en,In the UAE misplacing the key to the Bentley is oppression. https://t.co/CtGFGalJVg,-,0
201925,en,"All these “shoplifting gangs!” anecdotes add up to a panic, a life-of-its-own mania squeezing govt budgets for more police, more surveillance, more oppression. The shopkeeper class, ever piling on -  your reactionary opportunists stay busy. https://t.co/357QUIRuuH",-,0
201926,en,The Oregon State Treasury is the biggest state pension fund investor in the spyware firm NSO.Tell Oregon to divest from NSO and Israeli apartheid! Follow @demilitarizep2p we are proud to be a member org of the coalition.https://t.co/ENu4yph5ki,-,0
201927,en,"Not having read all of those books, I'm going to say Oppression. https://t.co/3ktoT08qOE",-,0
201928,en,"@calebmaupin He gon see real quick that most of the global working class and peasantry recognize the US flag as a symbol of imperial oppression and empire, not a symbol of freedom or democracy",-,0
201929,en,"If you're celebrating Thanksgiving, maybe spend a few minutes thinking about Natives and how you have benefited from their oppression. Have a look at this great thread of people who need your support: https://t.co/gXbY8zPzHn",-,0
201931,en,‘The ultimate tragedy is not the oppression and cruelty by the bad people but the silence over that by the good people.’ MLK https://t.co/lYRqzceKam,-,0
201933,en,"Bc artists are humans. Humans are product of our environment, hurt, experiences, and oppression. Then I'd maybe ask whether the art they produce is also an extension of the oppression. But it's not always as clear as night and day. https://t.co/XyWzJSMqgS",-,0
201934,en,@lexfridman Censorship is oppression. The US is no longer democratic. Its  unconstitutional too censor freedom of speech.,-,0
201935,en,@mutinymilitia @ZubyMusic It's been trending in this direction for years.  It is most alive in Eastern Europe where the memory of the oppression of Communism is still fresh.,-,0
201936,en,"As I Canadian Jew, I know what it means to lose one’s land, be persecuted, and be a minority religion and culture. Crafting these words has allowed me to reflect on the fact that the wounds of oppression &amp; displacement do not end with the person who suffered the initial trauma.",-,0
201937,en,"@Reblou3Rebecca @malam_steven @shoma_banerjee1 @adamboultonSKY It's his opinion. He's absolutely entitled to it. Just because he doesn't agree with you, you think he shouldn't say anything. That's the sort of oppression he's highlighting. Do you see the hypocrisy you're displaying?",-,0
201938,en,"In 1861 a group of Republican politicos and Generals devised a plan (ultimately successful) to purge chattel slavery from our society, at the point of bayonets carried by millions of WHITE young men who died by the 100,000s to break the oppression https://t.co/750EjVHDuC",-,0
201939,en,"@Zbyszek27034880 @JanSliwa @SirJonoRose 1. 🙄 yeah. Erasing Jews’s history of oppression : not very bright. - More than 2000 Jews were killed right after WW2 : [Polen und die juden nach 1945, Barelkowski/Kraft] historical book u’ll have to read in German OR if u can understand French : https://t.co/bA5haXGtTF",-,0
201940,en,"@kymayer @PECsandbagger Good, at least she does on that. That flag is a complete symbol of oppression. I've heard both the good south myth and actual history from living down there, to put it this way, some of my friends, were only 3 generations out of slavery in their families.",-,0
201943,en,@decepticon_2000 @Cleo_Patra263 @Talesstonderai @pride_miti Isn't that the patriarchal system equality is trying to get rid of? It's like it wants men to have all the responsibility without any of the rewards of it.,DIRECT,1
201944,en,@chosensomto They seem to have money to spend on their kids. Our leaders are ought to be patriarchal atleast martyrs for the benefit of others,-,0
201945,en,@stellacreasy Why is it always women who have to bend? Why not look to how men can accommodate other men who identify as women ? So many parellels with the framing of VAW -women are the ones making sacrifices to stay safe. It’s a typical patriarchal response and you don’t even realise it.,-,0
201948,en,"Me: I want to have a wedding and spend the absolute least amount possible because it’s a patriarchal capitalist scheme but I wanna feel like a damn princess with my love for a very special day. Also me: I want this $4,000 couch.The couch ships in 5 weeks. Priorities.",-,0
201949,en,@robinwilson250 “Reproductive rights”…or in the case of abortion v much unproductive…You were a “foetus “ once…”patriarchal “ “God”🙄..back to the 6th form…,DIRECT,1
201950,en,@TrinityResists What’s astonishing is the high percentage of white women who always vote Republican. Maybe they prefer an oppressive patriarchal system?,DIRECT,1
201951,en,@fwtoney @dhershiser THE thing it stands for: white patriarchal supremacy.,-,0
201952,en,"I went into a self-loathing hole and then the Universe topped it off with omicron and I split from rational thought for a while.I’m sharing this because I think a lot of us do this.  Weighing self-worth on an industry that is patriarchal, sexist, individualistic SLASH (cont.)",REPORTED,3
201953,en,The film addressing structural problem in our patriarchal societies &amp; how it affects our view towards sexual abuse victims &amp; women in general.Whats worse is how close it hits home. I need to know how Been filmed the scene. Such an intense experience to go through. https://t.co/p8KVVIocHY,-,0
201955,en,The Supreme Court announces that it will hold a special session to decide on the best way to gut Biden's vaccine mandate before it returns to its ongoing business of turning the United States into a patriarchal theocracy,-,0
201956,en,"@KonstantinKisin Then they will change the definition of ""toxic"" to mean abdicating their patriarchal, protector and provider role, and they'll gaslight everyone.",-,0
201957,en,"Best wishes to all my sisters making our new roads by walking them, queer roads, trans roads, feminist roads, anti capitalist roads, universal access roads, anti patriarchal roads, anti racist roads and it's funny isn't it how all these roads converge...#nollaignambán",DIRECT,1
201958,en,#Japan ‘s criminal justice system as barbaric &amp; inhumane as the totalitarian patriarchal theocratic governments in the Middle East https://t.co/5EDdoSjOqB,-,0
201959,en,Happened to watch the #ManyavarMoheyAd which is nothing but yet another deliberate attempt by wokes &amp; Left liberals to target Hinduism &amp; show our practices as regressive &amp; patriarchal. (1/3) https://t.co/x4LxAvbQna,-,0
201961,en,@B_Fernandes8 I hope you realize now why Cr7 is in the team.You bottled the first free kick and the penalty.Once you have massive experience on your team you give them respect.Men are creatures of order they bow to patriarchy.,DIRECT,1
201962,en,"@Cathy1691 I feel like leaving but at the same time I want to stay, fight &amp; destroy the joint - patriarchy, the LNP, organisations of corruption, hate and greedRemember what we're trying to protect &amp; save - justice, democracy, enviro + climate indigenous cultures, diversity, education...",-,0
201963,en,@DrewHolden360 @redsteeze Yeah. A (biologically) white man!This is the perfect embodiment of white privilege AND the patriarchy (But more than anything leftist priviledge),-,0
201964,en,A historian explains the very real threat of white Christian patriarchy in the US and a one-party takeover https://t.co/bjnEhtA7Na,-,0
201965,en,"@ThatManHisManga Depends on the kind of mistake, if they by ""mistake"" add inexistent pronouns, mention the patriarchy, put in a meme that wasn't there etc... Definitely dropping and not looking back.Same if their version is inferior to fan translation.",-,0
201966,en,"@CarrieCnh12 Or even just... can we get stories about older people in here?One of the things I genuinely loved about the first John Wick was that it was ""grizzled older Keanu story""Why can't we just have ""older female assassin who is fucking sick of the patriarchy"" story?",-,0
201967,en,"okay wait was it his keychain that said fck the patriarchy? if so, interesting twist lyrically that he can have that perspective/make you think he does and also manipulate, control and ab*se women",REPORTED,3
201968,en,Looking for participants for my podcast on a zoom discussion 💕 if your interested in talking about how to address the problems with patriarchy and how it plays into generational trauma comment below or message me🧚🏽‍♀️🧿 #podcasts #spirituality https://t.co/si5seds3E0,-,0
201969,en,@bufferingcast I think you hurt the patriarchy’s feelings… https://t.co/lrG19vZ6PH,-,0
201971,en,@nurishtable @JonesHowdareyou But as a gay HIV positive man I know what it is to be treated as a 2nd class citizen as well as any woman. I became aware of the injustice of patriarchy when I was in primary school at a conservative all boys primary school. Please don’t insult me.,REPORTED,3
201972,en,"@ReyzorChaser @SaltDawgShaman @inabodyofadummy @OrwellNGoode Exactly! smh lol And there really should have been *more/only them*, considering they begat all the BS in the first place… all else just got caught up in the circumstances; white supremacy/mediocre white male patriarchy.😏🙄",-,0
201973,en,"@onosowobo Absolutely. Women should really not be ""giving"" anything anymore as long as the patriarchy exists.",-,0
201974,en,"@ThePirateRhona @roguecharley @OaklandInHouse @Sean1980be @GuitarBuckeye @RizzyBeamen @GeorgeTakei Lol. Why would I be 'stumping for the patriarchy'?You're refusal to actually listen to what I,m saying is really telling....",-,0
201975,en,"understanding of internationalism, of the actuality of entanglement, of the inseparability of economic issues / violence (even in the domestic politics of a US imperial core), ~social~ ones (especially patriarchy and persecution of gender/sexual diversity), and colonialism /",-,0
201976,en,3. Are you superior to us naturally or not? Cus you can’t be held accountable for your own actions but you wanna be in charge of everything. This is y y’all made patriarchy. Becus nobody in their right mind would choose men to make the decisions after seeing them work.,JUDGEMENTAL,2
201977,en,"""protect women/children"" in conservative jargon = controlling every aspect about women/children by the patriarchy.""I'm doing it for the good of you"" no thanks, would you kindly fuck off",JUDGEMENTAL,2
201979,en,@realDailyWire talk about the patriarchy. This term did not come from Latino/a people.,-,0
201980,en,"@damintoell Why ""the manager"" position is a prime example of the patriarchy, - Elizabeth Warren in the NYT in a month.",-,0
201981,en,"@jh_swanson The likelihood that all of your ancestors, matrilineal or patrilineal, were converts is almost zero. So, yes, you are indigenous to Judea. I hope that eases your mind!",-,0
201982,en,"@harriekd Greek patrilineal naming practices mean I was always going to have the name I did, but there was a question as to what anglicised version to go with, my mum didn’t like Dennis, so Dion it was.",-,0
201983,en,"On India's patrilineal trap., @Alice_evans ""inspiring"". A terrific event/thanks @Shanta_WB &amp; @CGDev. @modonnell1231 @MeadOver https://t.co/fzvFIBl8bS",-,0
201984,en,My grandfather was a cyborg - a man melded into a machine - that killed japs. This is all patrilineal. No cherry picking ancestors.,-,0
201985,en,“That proportion seems to have remained remarkably consistent: A 2017 paper studying adoptive heterosexual parents found that they gave a patrilineal surname to their child 96 percent of the time.” https://t.co/cIj9UjTjFH,-,0
201986,en,"@danielchaitkin I ask respectfully, and because I’m curious ... in you view, who is a Jew?  Matrilineal, a certain %, Patrilineal?  And is it unconditional, or can it disappear if one does or does not do certain things?",-,0
201987,en,@Sleeping_Kat1 @TheMoominmama @elegationvain Sorry but a society can still be matrilineal and patriarcal at the same time. Most of the societies right now are patriarcal AND patrilineal. They're two different concepts. I don't know if those matrilineal societies were matriarcal also :/ it will be interesting to investigate.,-,0
201988,en,"@HelenaVera11 ? I don't think I added any distinctive leopard stuff to JC or JYL lol... well I designed JC first, JYL second. Since with Chinese culture, parentage is usually down the patrilineal line, I made JFM the tiger and YZY the leopard.",-,0
201989,en,https://t.co/qqcQe64wjFread narrative by @Huzaimabukhari in:https://t.co/RcZ4H748nC,-,0
201990,en,"How would the world be now had patrilineal and patrilocal cultures (India, China, Mongolia, Vietnam, Korea, Japan, the Arab world, Catalonia, Germany, Austria, Serbia, Albania, Bulgaria, Bosnia, Macedonia, most Mesoamerican cultures, most African cultures, etc.) never existed?",-,0
201991,en,"@dawn_wife @ClarusPlusPlus Yeah, my middle names were patrilineal, and I changed to them to be both matrilineal",-,0
201992,en,"How do you accept the concept of atheist Jews but not patrilineal Jews... Like even if you treat it purely as a matter of blood or ethnicity or whatever bullshit,,, it's literally the same ""amount"" regardless of which parent sjfkkffkgk",-,0
201993,en,"@uncle_deluge Last names in pre-enlightenment society were caste signifiers, today they are mostly irrelevant unless you are descended from an ancient royal bloodline. If you are a man with the last name of a famous aristocrat, it means you are patrilineal you descended from them…",-,0
201994,en,@RosebellK In a patrilineal society this is akin to kicking the hornet's nest.,-,0
201995,en,"@Reuters What's going on is the patrilineal, Soviet-emplaced regime of Nazarbayev is on its knees because the Kazakh people got fed up with corruption, manipulative democracy, and economic inequality. What happens from here is anybody's guess. God help them.",-,0
201996,en,@shartnado42069 @hmmmmmmmmmmmn @ebruenig that genetic patrilineal trait 'polititcs' ...,-,0
201997,en,"Commissioned by none other than Gaius Julius Caesar Augustus after his decisive victory at Actium over Antony and Cleopatra, Virgil’s Aeneid is a patrilineal tale tracing the pedigree of the Italic people from the mythical, stalwart Trojan heroes... https://t.co/viwOe3pXA6",-,0
201998,en,"@jonrey100 @Richard18593976 Correct. The prophesied messiah-king was to be a man, the patrilineal bloodline descendant of David, who would free the Jews from oppression and usher in an era of peace and justice under Davidic kings.Christianity's messiah as divine savior from sin is an very different notion.",-,0
201999,en,"Day 233: In @JanelleJenstad contribution to the maternity volume, WT is one of a few plays that voice the fears of the legendary secrecy of the midwife, Leontes being concerned at Paulina's disruption of proper patrilineal inheritance. #DailyWT https://t.co/F2Oqe4re0j",-,0
202000,en,"@RR_Cotter @PhDVoice @thephdstory @PhDForum For my part, my partner and I just completely renamed our family. He already had a hyphenated name which made all legal docs challenging. Both of our last names were from patrilineal lines so didn’t seem feminist to keep them.",-,0
202001,en,"wealth independent of that from the groom's family, so that she is not financially dependent on them. However this was due to the patrilocal nature of marriages, where the daughter was expected to leave her own home and lived with the husband's family. Dowry also existed because",-,0
202002,en,"@Jinxsaint @DannyBate4 Not sure if I understand your question. What difference? Within Hebrew or between Hebrew and other languages? Could you please clarify?In any case, AFAIK Hebrew speakers were always (until modern times of course) primarily patrilocal.",-,0
202003,en,@TaniaArline The majority of our evolutionary history was spent practicing hunting&amp;gathering. There is evidence that HG tend to be bilocal/multilocal vs patrilocal. Do you expect the patterns of women's same-sex relationships you describe to have evolved after the agriculture revolution?,DIRECT,1
202004,en,"Ọkpọsị are traditionally an acephalous patrilineal, patrilocal Igbo community. They share boundary with Uburu to the West, Ọnịcha Igboeze to the North. Their Eastern neighbours, the Amasịrị and their southern neighbours, the Edda are both matrilineal,",-,0
202005,en,"Another point: Women can legally own land, but are often prevented by their families by reference to patrilocal customs in which women get land access through male relatives. Still, Deng notes women increasingly register urban plots in their name. A trend that may continue. 4/5",REPORTED,3
202006,en,"Piquing curiosity!Many societies which I know, have the concept of Kuldevi but, there is no concept of Kuldev. Still, they are #patriarchal although it is logical that patrilineage and patrilocality are the reasons. But again why is it Patrilineal and Patrilocal?(1/4) https://t.co/kcunRCkxpQ",-,0
202007,en,"Rachel Dolezal, Elizabeth Warren, Carrie Bourassa, many othersThrough most of early human history, marriage was patrilocal exogamous, and many/most wives actually *were* kidnapped from other tribesSome pining for a real or imagined lineage makes sense",REPORTED,3
202008,en,"When they say this, they say it in the context of inheritance, this is b’se there’s no word for “heir” in Dinka.“He had no children, only 8 daughters” therefore means he has no heir, not children.In all Patrilineal/patrilocal nations, only sons can be heirs, by and large-1/2 https://t.co/umhow0AhYv",REPORTED,3
202010,en,"@radicalanthro No one is denying the existence of matriliny.But patrilocal clans were the dominant mode of social organisation for most of the world for the past 5000 years.And those patrilocal clans - in Europe, South Asia, the Middle East, and East Asia - organised to protect their assets",REPORTED,3
202012,en,"@lucykpick @AndrewSshi Er, no. The steppe origin of PIE-speaking, patrilocal, patrilineal  invaders is pretty established now. Language is one of the giveaways. I see no reason why folklore shouldn't be just because it's awkward for a 'pots not people' bias https://t.co/CBgIkhwMkL",-,0
202014,en,"Worldbuilding tip: Where do your characters live after marriage? No, really, this varies by culture. Mother's brother Avunlocal. In a bigger family house. Neolocal, Matrilocal. Patrilocal. This often tells how your larger society organizes itself quickly with no other indicators.",-,0
202015,en,"@WorbsIntoWords @Graebers_Ws @radicalanthro @kalolbaisakhi @shadow_digita @Itmechr3 “Get rid of patrilocal residence” is a pithy phrase, but actually *doing that* is hard and complicated.Someone could accuse you of obfuscating material realities by summing it up so pithily and writing as if it is something an actor like the Chinese state could just…do",REPORTED,3
202016,en,Matrilocal husband? First time hearing this 😂 Googled &amp; it means the groom will stay at the bride’s parents’ house. Opposed the common patrilocal marriage. Anyway 1st ep is already interesting 😀#MyHeroicHusband https://t.co/yJLU0Cymuk,-,0
202017,en,"@Peanut_Poppy ""my maternal uncle will get you!""""your maternal uncle who i reasonably expect to have no part in your upbringing because we live in a patrilocal society that considers married women to no longer be part of their birth family, not your dad?""rolls right off the tongue",-,0
202019,en,"@Tekla_Too @StevenTrustrum @MurphyYuiko @kim_because @KonstantinusRo1 @james_lovelace @blackishmonday @KitemanArgues @JohnathonDoeman @Oneiorosgrip @HeavenlyPossum @Richard30051 @Arachne646 @BigG17507257 @missmiaow007 @The_Vagitarian @ItIsMutilation @Offical_PMC @DoubleDoubleJon @crimerates_edu @HERterus @manchestermelly @SamsonCorwell @applesa13112866 @ClausonKristy @LisaWinslow @notlloomer80 @MgtowRadical @3EPKAJI0 @th1rt3en_TM @rainmc @numbersdelight @SexDrugnRnR @dadof315 @eccentrikhat &gt;""a patriarchal system and practice""Yes. China was patrilineal and patrilocal. This is what anthropologists call ""patriarchal."" It is a legitimate use of the word.The #feminist use of the word, for an imaginary male tyranny for men's sole benefit at women's expense, isn't. https://t.co/ZF7kXhKnVP",DIRECT,1
202020,en,"@EmJaRo2 @DrJessTaylor patrilocal communities from matrilocal ones. Women were relegated to the home, kept under lock and key as property, to care for the home and heirs of their “master.” Motherhood would be very different today if circumstances were similar to pre-patriarchal Neolithic societies.",REPORTED,3
